time,eke_ice,eke_acc,ck_ice,ck_acc,wm_ice,wm_acc,we_ice,we_acc
2001-02-01,0.0031613472,0.00861271,3.849930096944121e-10,5.839083661030031e-10,0.0015706551494076848,0.0047886427491903305,2.5935121811926365e-05,0.00018170323164667934
2001-03-01,0.0032316232,0.0084995115,4.841947953693193e-10,-1.279418515576225e-10,0.00229847664013505,0.004687124397605658,7.304690370801836e-05,0.00014579956769011915
2001-04-01,0.0032591713,0.008873792,3.370675683012081e-10,5.060843411008875e-10,0.0026035099290311337,0.005223216023296118,8.58864004840143e-05,0.0002171282103518024
2001-05-01,0.0036090005,0.0085904505,4.77211714589032e-10,1.4842658213609639e-09,0.0018309431616216898,0.004516757559031248,8.874460036167875e-05,0.0001249043270945549
2001-06-01,0.004015349,0.008637898,3.084816291298864e-10,6.133372143501958e-10,0.001998689491301775,0.004458508919924498,4.76115892524831e-05,5.0683458539424464e-05
2001-07-01,0.004562282,0.00821959,4.588441848696334e-10,4.202589387602984e-10,0.0018460663268342614,0.00561099499464035,2.8293061404838227e-06,0.00012211603461764753
2001-08-01,0.0050336746,0.008565149,1.063013010949021e-09,1.1804263122527914e-09,0.0032176112290471792,0.0059588211588561535,4.553865437628701e-05,3.2669959182385355e-05
2001-09-01,0.005296966,0.00893013,7.880066599241786e-10,1.3789831498911553e-09,0.003511023009195924,0.006131709087640047,9.812753705773503e-05,7.975152402650565e-05
2001-10-01,0.005092811,0.0086517,7.120314893249713e-10,1.8767511850148466e-11,0.004283873829990625,0.004872952587902546,0.00011702052142936736,1.8261229342897423e-05
2001-11-01,0.0048281583,0.008665905,3.6169903183669305e-10,2.47232539996034e-10,0.003417453495785594,0.004640328697860241,5.6666340242372826e-05,7.698767149122432e-05
2001-12-01,0.0035983808,0.008254901,2.5170934780938126e-10,-1.912900393641337e-10,0.0025569123681634665,0.0030889464542269707,-2.9956096113892272e-05,1.0611022844386753e-05
2002-01-01,0.0033115714,0.009076568,5.398504421272321e-10,1.4617707044806139e-09,0.002267727628350258,0.0038613048382103443,-1.4435567209147848e-05,7.033110887277871e-05
2002-02-01,0.003403584,0.008969458,2.836158252694787e-10,5.14801756779093e-10,0.0030572835821658373,0.004324912093579769,7.505436951760203e-05,8.712014823686332e-05
2002-03-01,0.0031935612,0.007964863,3.782415769482128e-10,6.491090442928282e-10,0.0010470054112374783,0.004406897816807032,-1.6371355741284788e-05,0.00013631503679789603
2002-04-01,0.0034112858,0.00805197,4.760995486741137e-10,8.176549437521885e-10,0.002871014876291156,0.00443654228001833,8.984539454104379e-05,6.299804954323918e-05
2002-05-01,0.0038541632,0.0077415286,6.036813271492747e-10,-9.071113998837532e-11,0.0010731216752901673,0.004254591651260853,1.0822015610756353e-05,7.016213930910453e-05
2002-06-01,0.00405536,0.007403189,5.522835522242531e-10,2.2880010386305827e-10,0.0012785589788109064,0.004794577602297068,1.332806368736783e-05,8.833908941596746e-05
2002-07-01,0.004844713,0.007637998,4.503229455998792e-10,1.8019920278167234e-10,0.0011274884454905987,0.0051730964332818985,7.862409256631508e-05,7.682183786528185e-05
2002-08-01,0.005271599,0.007613186,8.317520006073664e-10,-1.4274114008838712e-11,0.0016417818842455745,0.0051763239316642284,1.4063748494663741e-05,6.662264058832079e-05
2002-09-01,0.0053917756,0.007832201,7.008149061071833e-10,7.377776167771799e-10,0.0009806243469938636,0.005239493679255247,-9.138199675362557e-05,-5.598654388450086e-05
2002-10-01,0.0056454334,0.007706105,2.7382332512537744e-10,3.71523256603723e-10,0.000629409565590322,0.004015205893665552,-1.2587719538714737e-05,1.3477406355377752e-05
2002-11-01,0.0049652164,0.008271715,6.407115393791685e-10,6.114365125320376e-10,0.001237531891092658,0.005200022831559181,8.050068572629243e-06,-5.898180097574368e-05
2002-12-01,0.004137671,0.009191807,7.346582231448906e-10,7.006461522074403e-10,0.002267679898068309,0.0045797014608979225,4.810511745745316e-05,-6.976733857300133e-05
2003-01-01,0.00344201,0.008767605,4.146730181453506e-10,4.4880107963329863e-10,0.000813360558822751,0.00541000347584486,-1.8413574025544222e-06,8.380269719054922e-05
2003-02-01,0.003555594,0.008783261,4.479945858726353e-10,1.1792553600287192e-09,0.00237397663295269,0.004689980763942003,-2.1637993995682336e-05,5.717694875784218e-05
2003-03-01,0.0032978663,0.008076716,2.0705692715949908e-10,5.314241061094016e-11,0.0023162453435361385,0.004899108782410622,0.00011542606807779521,1.2773284652212169e-05
2003-04-01,0.003449713,0.00824329,3.5093572492428393e-10,5.024023974620206e-10,0.0032419946510344744,0.00442606071010232,0.0002009447489399463,3.240945443394594e-05
2003-05-01,0.0037838216,0.008067382,4.654116259050767e-10,4.301647649196383e-10,0.0027225902304053307,0.005287480540573597,0.00018908090714830905,0.000110526081698481
2003-06-01,0.004500742,0.0077580223,4.384153318159889e-10,4.3519729486796166e-10,0.0013237500097602606,0.00336081744171679,0.00010660271800588816,7.92880091466941e-05
2003-07-01,0.004766916,0.008116093,6.283783493543638e-10,4.82811846058695e-10,0.0029301773756742477,0.0053282068111002445,0.00013032639981247485,8.947719470597804e-05
2003-08-01,0.00505792,0.008116834,6.581098999092205e-10,4.2566561386792046e-10,0.003181791165843606,0.004948590882122517,0.00023725064238533378,-9.819032857194543e-05
2003-09-01,0.0052170563,0.008084681,1.0058129884527034e-09,7.286260483851947e-10,0.0019519401248544455,0.004345184192061424,5.980672358418815e-05,-0.0001021384887280874
2003-10-01,0.005149537,0.008041259,1.343351541116533e-09,5.139919045937802e-10,0.0022677660454064608,0.0038886412512511015,4.168347004451789e-05,-0.0001147704606410116
2003-11-01,0.00474742,0.00804378,9.226262531747409e-10,2.7198843871589773e-11,0.0018303691176697612,0.005109567195177078,-2.085226878989488e-05,-9.702891838969663e-05
2003-12-01,0.0037833082,0.007874183,3.6259478752853624e-10,3.5396691133726677e-10,0.000559802632778883,0.004422525875270367,1.901390169223305e-05,-2.688431050046347e-05
2004-01-01,0.0030915653,0.0089665875,4.4168110835407504e-10,5.906529154664497e-10,0.0023638159036636353,0.004283503163605928,4.4189957407070324e-05,-2.6607778636389412e-05
2004-02-01,0.003204517,0.008949008,5.135784575394098e-10,6.811843866749712e-10,0.0011563771404325962,0.004720055963844061,-1.0228458450001199e-05,8.77436832524836e-05
2004-03-01,0.0030439196,0.009342003,3.4437550033850073e-10,2.084544342695338e-11,0.0020798034965991974,0.005224466789513826,0.00010817319707712159,8.577594417147338e-05
2004-04-01,0.0033888738,0.009003916,2.8292843068378204e-10,9.575702453190615e-10,0.002128161955624819,0.005601437296718359,-1.7052527255145833e-05,0.00024278642376884818
2004-05-01,0.0037440371,0.008265522,5.278238957018289e-10,1.1551529732756194e-09,0.002564353169873357,0.0057488856837153435,5.0025570089928806e-05,0.00021812214981764555
2004-06-01,0.0041901553,0.008408313,-1.3407059316905556e-11,5.612111886321713e-10,0.0014909181045368314,0.005553544498980045,-7.027666924841469e-06,0.00012521028111223131
2004-07-01,0.0049024113,0.0078021963,5.505256250870616e-10,8.350916624877414e-10,0.002825359348207712,0.005827467888593674,9.791688171389978e-06,6.082671461626887e-05
2004-08-01,0.004981563,0.008164656,8.946735019499386e-10,7.578645488948155e-10,0.002378277713432908,0.004194534849375486,0.00011727075616363436,4.912569420412183e-05
2004-09-01,0.0055196504,0.008904685,1.142098082773657e-09,1.184166542600451e-09,0.002664867090061307,0.00545111671090126,-6.00230778218247e-05,-4.9608719564275816e-05
2004-10-01,0.005355125,0.007996319,6.462483881364278e-10,7.227715821678249e-12,0.0023687868379056454,0.004844820126891136,-0.00011234149860683829,-9.60579709499143e-05
2004-11-01,0.0046122195,0.008343271,3.6562078364887896e-10,4.551762300408768e-10,0.0022365874610841274,0.00426023593172431,1.3998627764522098e-05,-4.681205973611213e-05
2004-12-01,0.0038106057,0.007948663,3.0183675003847554e-10,8.311664134730279e-10,0.0007636359659954906,0.00524426344782114,-5.546017746382859e-06,6.911764648975804e-05
2005-01-01,0.0032997846,0.007933065,7.585561345724301e-11,3.716353058624833e-10,0.0014316359302029014,0.004766396246850491,4.941474344377639e-06,3.735006976057775e-05
2005-02-01,0.0031184612,0.008466502,5.315902718017185e-10,8.613956770098241e-10,0.003173979464918375,0.005399819929152727,-1.1572573384910356e-05,5.395365224103443e-05
2005-03-01,0.0031702477,0.008006652,2.7116192624632163e-10,5.040411421575186e-10,0.0027387544978410006,0.003869595704600215,0.00010898312757490203,2.1054747776361182e-05
2005-04-01,0.0034123983,0.007945849,5.800612767892233e-10,3.167425766115173e-10,0.002940058708190918,0.005650858860462904,8.689318929100409e-05,0.00013891754497308284
2005-05-01,0.003764067,0.00834557,6.941999197707105e-10,1.4839977025005169e-09,0.0015058672288432717,0.004060984589159489,4.212806743453257e-05,0.00010320121509721503
2005-06-01,0.0042586448,0.008361596,2.1505830449797259e-10,1.0258387472816821e-09,0.0010204975260421634,0.003981368616223335,3.4477588997106068e-06,6.311093602562323e-05
2005-07-01,0.0045516533,0.0076840827,3.902044798387294e-10,6.638226079935805e-10,0.001324680633842945,0.0051102708093822,-4.116424315725453e-05,2.473474887665361e-05
2005-08-01,0.004842491,0.0075557623,8.298313702859161e-10,3.4649244584628036e-10,0.002485227305442095,0.004362545907497406,5.673310806741938e-05,4.0856630221242085e-06
2005-09-01,0.0052814325,0.0079926355,9.39284316991973e-10,6.423472864724999e-10,0.0020400159992277622,0.006069378927350044,-9.412564395461231e-05,-7.913762601674534e-06
2005-10-01,0.0051578064,0.008142849,9.974903125709034e-10,1.5084166138379373e-09,0.002789325313642621,0.004169026389718056,-7.882127829361707e-05,-0.00010859848407562822
2005-11-01,0.004792645,0.008233609,8.693888942090666e-10,7.584110423008994e-11,0.0012752560433000326,0.005358838476240635,1.1576047654671129e-05,-9.543323540128767e-05
2005-12-01,0.0036698116,0.007923312,7.489964759521683e-10,1.1310460901192698e-10,0.0007816014694981277,0.004075041972100735,2.9310842364793643e-05,-1.4553414985130075e-05
2006-01-01,0.0031388958,0.007866281,4.2498859986750404e-10,1.0386197457634694e-09,0.0014629520010203123,0.005074302200227976,3.9006899896776304e-05,1.5516069424847956e-06
2006-02-01,0.0031135376,0.008809056,7.445254412985491e-10,-2.4173699500473766e-11,0.0018467775080353022,0.005413604900240898,4.925766188534908e-05,7.334772089961916e-05
2006-03-01,0.0028930134,0.00843666,3.7081279713468973e-10,6.174959987781392e-10,0.0030566882342100143,0.005492478609085083,0.00016030723054427654,6.358109385473654e-05
2006-04-01,0.0031135683,0.008364386,3.200180953566445e-10,8.634765125137278e-10,0.0015317500801756978,0.004881639964878559,0.00010712671792134643,0.00014672947872895747
2006-05-01,0.003195849,0.008157955,4.292320388010751e-10,1.5344826520546917e-09,0.003483215346932411,0.00449851481243968,0.00025418621953576803,5.9419860917842016e-05
2006-06-01,0.0040925248,0.008139311,6.68691213512318e-10,9.155416424988516e-10,0.0018940756563097239,0.005855842027813196,0.00012391700875014067,0.00020259720622561872
2006-07-01,0.0046181283,0.007765564,4.047087109881886e-10,5.025729277186031e-10,0.0022986175026744604,0.006076219025999308,0.00013669762120116502,0.00026157297543250024
